booking_id,propeHRTy_id,booking_date,check_in_date,checkout_date,no_guests,room_category,booking_platform,ratings_given,booking_status,revenue_generated,revenue_realized
Jun042212263HRT17,12263,03/06/22,04/06/22,07/06/22,1,HRT1,gotrip,,Cancelled,11050,4420
Jun042212263HRT18,12263,03/06/22,04/06/22,05/06/22,1,HRT1,direct offline,,Cancelled,11050,4420
Jun042212263HRT19,12263,03/06/22,04/06/22,05/06/22,2,HRT1,Makeyourtrip,,Cancelled,11050,4420
Jun042212263HRT110,12263,04/06/22,04/06/22,05/06/22,1,HRT1,gotrip,5,Checked Out,11050,11050
Jun042212263HRT111,12263,14/05/22,04/06/22,05/06/22,1,HRT1,Makeyourtrip,,Checked Out,11050,11050
Jun042212263HRT112,12263,11/05/22,04/06/22,05/06/22,4,HRT1,others,4,Checked Out,13260,13260
Jun042212263HRT113,12263,01/06/22,04/06/22,10/06/22,2,HRT1,others,,Cancelled,11050,4420
Jun042212263HRT114,12263,04/06/22,04/06/22,05/06/22,1,HRT1,direct offline,5,Checked Out,11050,11050
Jun042212263HRT115,12263,03/06/22,04/06/22,05/06/22,1,HRT1,Makeyourtrip,,Checked Out,11050,11050
Jun042212263HRT116,12263,04/06/22,04/06/22,09/06/22,1,HRT1,Makeyourtrip,,Cancelled,11050,4420
Jun042212263HRT117,12263,04/06/22,04/06/22,05/06/22,2,HRT1,Booker,3,Checked Out,11050,11050
Jun042212263HRT118,12263,14/05/22,04/06/22,06/06/22,3,HRT1,others,,Checked Out,12155,12155
Jun042212263HRT119,12263,03/06/22,04/06/22,05/06/22,1,HRT1,others,,Cancelled,11050,4420
Jun042212263HRT120,12263,02/06/22,04/06/22,05/06/22,1,HRT1,others,,Checked Out,11050,11050
Jun042212263HRT21,12263,03/06/22,04/06/22,08/06/22,2,HRT2,Makeyourtrip,,Cancelled,15300,6120
Jun042212263HRT22,12263,04/06/22,04/06/22,07/06/22,2,HRT2,gotrip,,Checked Out,15300,15300
Jun042212263HRT23,12263,04/06/22,04/06/22,05/06/22,1,HRT2,Makeyourtrip,5,Checked Out,15300,15300
Jun042212263HRT24,12263,14/05/22,04/06/22,05/06/22,2,HRT2,Travelex,1,Checked Out,15300,15300
Jun042212263HRT25,12263,31/05/22,04/06/22,07/06/22,1,HRT2,others,5,Checked Out,15300,15300
Jun042212263HRT26,12263,01/06/22,04/06/22,09/06/22,1,HRT2,Makeyourtrip,3,Checked Out,15300,15300
Jun042212263HRT27,12263,14/05/22,04/06/22,06/06/22,2,HRT2,direct online,,Cancelled,15300,6120
Jun042212263HRT28,12263,04/06/22,04/06/22,05/06/22,1,HRT2,Makeyourtrip,,No Show,15300,15300
Jun042212263HRT29,12263,31/05/22,04/06/22,05/06/22,2,HRT2,direct offline,,Cancelled,15300,6120
Jun042212263HRT210,12263,02/06/22,04/06/22,05/06/22,3,HRT2,Makeyourtrip,5,Checked Out,16830,16830
Jun042212263HRT211,12263,03/06/22,04/06/22,05/06/22,1,HRT2,Makeyourtrip,,Checked Out,15300,15300
Jun042212263HRT212,12263,11/05/22,04/06/22,06/06/22,2,HRT2,others,,Checked Out,15300,15300
Jun042212263HRT213,12263,04/06/22,04/06/22,06/06/22,1,HRT2,direct offline,5,Checked Out,15300,15300
Jun042212263HRT214,12263,04/06/22,04/06/22,08/06/22,4,HRT2,direct offline,,Cancelled,18360,7344
Jun042212263HRT215,12263,30/05/22,04/06/22,05/06/22,2,HRT2,gotrip,,Checked Out,15300,15300
Jun042212263HRT216,12263,03/06/22,04/06/22,05/06/22,1,HRT2,others,4,Checked Out,15300,15300
Jun042212263HRT217,12263,03/06/22,04/06/22,05/06/22,2,HRT2,others,,Checked Out,15300,15300
Jun042212263HRT218,12263,31/05/22,04/06/22,05/06/22,1,HRT2,Makeyourtrip,,Cancelled,15300,6120
Jun042212263HRT219,12263,01/06/22,04/06/22,05/06/22,1,HRT2,others,5,Checked Out,15300,15300
Jun042212263HRT220,12263,04/06/22,04/06/22,05/06/22,1,HRT2,gotrip,,Cancelled,15300,6120
Jun042212263HRT221,12263,01/06/22,04/06/22,05/06/22,2,HRT2,others,1,Checked Out,15300,15300
Jun042212263HRT222,12263,02/06/22,04/06/22,05/06/22,1,HRT2,Makeyourtrip,,Checked Out,15300,15300
Jun042212263HRT223,12263,29/05/22,04/06/22,05/06/22,3,HRT2,others,5,Checked Out,16830,16830
Jun042212263HRT224,12263,04/06/22,04/06/22,06/06/22,1,HRT2,others,,Checked Out,15300,15300
Jun042212263HRT225,12263,04/06/22,04/06/22,05/06/22,2,HRT2,direct online,4,Checked Out,15300,15300
Jun042212263HRT226,12263,03/06/22,04/06/22,05/06/22,4,HRT2,others,5,Checked Out,18360,18360
Jun042212263HRT227,12263,04/06/22,04/06/22,05/06/22,1,HRT2,others,5,Checked Out,15300,15300
Jun042212263HRT228,12263,04/06/22,04/06/22,06/06/22,1,HRT2,others,3,Checked Out,15300,15300
Jun042212263HRT229,12263,04/06/22,04/06/22,10/06/22,4,HRT2,Makeyourtrip,,Cancelled,18360,7344
Jun042212263HRT230,12263,04/06/22,04/06/22,06/06/22,1,HRT2,Makeyourtrip,,Checked Out,15300,15300
Jun042212263HRT231,12263,04/06/22,04/06/22,06/06/22,1,HRT2,Makeyourtrip,,Checked Out,15300,15300
Jun042212263HRT232,12263,03/06/22,04/06/22,05/06/22,1,HRT2,Makeyourtrip,5,Checked Out,15300,15300
Jun042212263HRT31,12263,01/06/22,04/06/22,05/06/22,1,HRT3,Makeyourtrip,,Checked Out,20400,20400
Jun042212263HRT32,12263,04/06/22,04/06/22,05/06/22,1,HRT3,others,5,Checked Out,20400,20400
Jun042212263HRT33,12263,04/06/22,04/06/22,05/06/22,1,HRT3,others,,No Show,20400,20400
Jun042212263HRT34,12263,04/06/22,04/06/22,05/06/22,1,HRT3,others,,Checked Out,20400,20400
Jun042212263HRT35,12263,03/06/22,04/06/22,07/06/22,2,HRT3,direct offline,,Checked Out,20400,20400
Jun042212263HRT36,12263,03/06/22,04/06/22,05/06/22,1,HRT3,others,,Checked Out,20400,20400
Jun042212263HRT37,12263,03/06/22,04/06/22,06/06/22,5,HRT3,others,,Cancelled,26520,10608
Jun042212263HRT38,12263,03/06/22,04/06/22,05/06/22,2,HRT3,Makeyourtrip,5,Checked Out,20400,20400
Jun042212263HRT39,12263,04/06/22,04/06/22,05/06/22,1,HRT3,others,5,Checked Out,20400,20400
Jun042212263HRT310,12263,04/06/22,04/06/22,05/06/22,1,HRT3,gotrip,,Cancelled,20400,8160
Jun042212263HRT311,12263,29/05/22,04/06/22,05/06/22,3,HRT3,others,,Checked Out,22440,22440
Jun042212263HRT312,12263,03/06/22,04/06/22,07/06/22,1,HRT3,others,5,Checked Out,20400,20400
Jun042212263HRT313,12263,04/06/22,04/06/22,05/06/22,1,HRT3,gotrip,,Cancelled,20400,8160
Jun042212263HRT41,12263,03/06/22,04/06/22,07/06/22,2,HRT4,others,5,Checked Out,32300,32300
Jun042212263HRT42,12263,03/06/22,04/06/22,05/06/22,1,HRT4,others,,Checked Out,32300,32300
Jun042212263HRT43,12263,02/06/22,04/06/22,09/06/22,1,HRT4,gotrip,,Checked Out,32300,32300
Jun042212263HRT44,12263,03/06/22,04/06/22,05/06/22,2,HRT4,others,,Checked Out,32300,32300
Jun042212263HRT45,12263,03/06/22,04/06/22,09/06/22,2,HRT4,others,,Checked Out,32300,32300
Jun042212263HRT46,12263,03/06/22,04/06/22,05/06/22,1,HRT4,Makeyourtrip,5,Checked Out,32300,32300
Jun042212263HRT47,12263,04/06/22,04/06/22,09/06/22,2,HRT4,others,3,Checked Out,32300,32300
Jun042212263HRT48,12263,03/06/22,04/06/22,05/06/22,1,HRT4,Booker,,Checked Out,32300,32300
Jun042212263HRT49,12263,03/06/22,04/06/22,09/06/22,1,HRT4,direct online,,Checked Out,32300,32300
Jun042212263HRT410,12263,04/06/22,04/06/22,06/06/22,1,HRT4,others,5,Checked Out,32300,32300
Jun042212263HRT411,12263,14/05/22,04/06/22,05/06/22,1,HRT4,others,4,Checked Out,32300,32300
Jun042212263HRT412,12263,03/06/22,04/06/22,05/06/22,1,HRT4,Makeyourtrip,,Checked Out,32300,32300
Jun042212263HRT413,12263,04/06/22,04/06/22,05/06/22,1,HRT4,others,,Checked Out,32300,32300
Jun042213258HRT11,13258,02/06/22,04/06/22,06/06/22,2,HRT1,Booker,4,Checked Out,6500,6500
Jun042213258HRT12,13258,02/06/22,04/06/22,09/06/22,2,HRT1,Travelex,,Cancelled,6500,2600
Jun042213258HRT13,13258,01/06/22,04/06/22,07/06/22,3,HRT1,gotrip,3,Checked Out,7150,7150
Jun042213258HRT14,13258,02/06/22,04/06/22,09/06/22,2,HRT1,Booker,,Cancelled,6500,2600
Jun042213258HRT15,13258,02/06/22,04/06/22,05/06/22,1,HRT1,others,,Cancelled,6500,2600
Jun042213258HRT16,13258,03/06/22,04/06/22,05/06/22,2,HRT1,direct online,3,Checked Out,6500,6500
Jun042213258HRT17,13258,02/06/22,04/06/22,06/06/22,1,HRT1,direct online,3,Checked Out,6500,6500
Jun042213258HRT18,13258,01/06/22,04/06/22,05/06/22,1,HRT1,direct online,,Checked Out,6500,6500
Jun042213258HRT21,13258,31/05/22,04/06/22,05/06/22,2,HRT2,Makeyourtrip,4,Checked Out,9000,9000
Jun042213258HRT22,13258,01/06/22,04/06/22,06/06/22,1,HRT2,others,4,Checked Out,9000,9000
Jun042213258HRT23,13258,28/05/22,04/06/22,05/06/22,3,HRT2,direct offline,,Checked Out,9900,9900
Jun042213258HRT24,13258,29/05/22,04/06/22,05/06/22,1,HRT2,others,3,Checked Out,9000,9000
Jun042213258HRT25,13258,01/06/22,04/06/22,08/06/22,2,HRT2,Travelex,3,Checked Out,9000,9000
Jun042213258HRT26,13258,30/05/22,04/06/22,05/06/22,1,HRT2,others,,Checked Out,9000,9000
Jun042213258HRT27,13258,02/06/22,04/06/22,05/06/22,2,HRT2,Makeyourtrip,,Checked Out,9000,9000
Jun042213258HRT28,13258,11/05/22,04/06/22,05/06/22,1,HRT2,others,3,Checked Out,9000,9000
Jun042213258HRT29,13258,30/05/22,04/06/22,07/06/22,1,HRT2,Makeyourtrip,,Checked Out,9000,9000
Jun042213258HRT210,13258,01/06/22,04/06/22,05/06/22,4,HRT2,others,,Cancelled,10800,4320
Jun042213258HRT211,13258,14/05/22,04/06/22,05/06/22,2,HRT2,Makeyourtrip,,Checked Out,9000,9000
Jun042213258HRT212,13258,02/06/22,04/06/22,05/06/22,1,HRT2,gotrip,4,Checked Out,9000,9000
Jun042213258HRT213,13258,31/05/22,04/06/22,05/06/22,1,HRT2,Makeyourtrip,,Cancelled,9000,3600
Jun042213258HRT214,13258,30/05/22,04/06/22,05/06/22,2,HRT2,Makeyourtrip,3,Checked Out,9000,9000
Jun042213258HRT215,13258,31/05/22,04/06/22,06/06/22,2,HRT2,direct online,,Cancelled,9000,3600
Jun042213258HRT216,13258,02/06/22,04/06/22,05/06/22,1,HRT2,others,3,Checked Out,9000,9000
Jun042213258HRT217,13258,31/05/22,04/06/22,09/06/22,3,HRT2,others,4,Checked Out,9900,9900
Jun042213258HRT31,13258,02/06/22,04/06/22,05/06/22,2,HRT3,Booker,3,Checked Out,12000,12000
Jun042213258HRT32,13258,01/06/22,04/06/22,05/06/22,2,HRT3,Travelex,3,Checked Out,12000,12000
Jun042213258HRT33,13258,14/05/22,04/06/22,05/06/22,2,HRT3,direct online,,Checked Out,12000,12000
Jun042213258HRT34,13258,29/05/22,04/06/22,09/06/22,3,HRT3,Makeyourtrip,,Cancelled,13200,5280
Jun042213258HRT35,13258,30/05/22,04/06/22,05/06/22,2,HRT3,others,5,Checked Out,12000,12000
Jun042213258HRT36,13258,29/05/22,04/06/22,08/06/22,1,HRT3,direct offline,4,Checked Out,12000,12000
Jun042213258HRT37,13258,30/05/22,04/06/22,08/06/22,3,HRT3,Makeyourtrip,,Checked Out,13200,13200
Jun042213258HRT38,13258,02/06/22,04/06/22,05/06/22,3,HRT3,direct online,,Cancelled,13200,5280
Jun042213258HRT39,13258,02/06/22,04/06/22,05/06/22,4,HRT3,others,3,Checked Out,14400,14400
Jun042213258HRT310,13258,01/06/22,04/06/22,06/06/22,2,HRT3,direct offline,,Cancelled,12000,4800
Jun042213258HRT311,13258,29/05/22,04/06/22,05/06/22,2,HRT3,direct offline,,Cancelled,12000,4800
Jun042213258HRT312,13258,30/05/22,04/06/22,05/06/22,3,HRT3,gotrip,,Checked Out,13200,13200
Jun042213258HRT313,13258,03/06/22,04/06/22,05/06/22,2,HRT3,direct offline,4,Checked Out,12000,12000
Jun042213258HRT314,13258,02/06/22,04/06/22,06/06/22,2,HRT3,others,1,Checked Out,12000,12000
Jun042213258HRT41,13258,02/06/22,04/06/22,05/06/22,2,HRT4,others,,Checked Out,19000,19000
Jun042213258HRT42,13258,01/06/22,04/06/22,08/06/22,4,HRT4,Makeyourtrip,3,Checked Out,22800,22800
Jun042213258HRT43,13258,31/05/22,04/06/22,10/06/22,1,HRT4,Makeyourtrip,,Cancelled,19000,7600
Jun042213258HRT44,13258,29/05/22,04/06/22,05/06/22,2,HRT4,Makeyourtrip,,No Show,19000,19000
Jun042213258HRT45,13258,03/06/22,04/06/22,05/06/22,1,HRT4,gotrip,,Cancelled,19000,7600
Jun042213258HRT46,13258,03/06/22,04/06/22,05/06/22,2,HRT4,Makeyourtrip,,Cancelled,19000,7600
Jun042213258HRT47,13258,01/06/22,04/06/22,05/06/22,2,HRT4,Makeyourtrip,3,Checked Out,19000,19000
Jun042213258HRT48,13258,01/06/22,04/06/22,06/06/22,2,HRT4,others,3,Checked Out,19000,19000
Jun042213258HRT49,13258,31/05/22,04/06/22,05/06/22,3,HRT4,gotrip,3,Checked Out,20900,20900
Jun042213258HRT410,13258,28/05/22,04/06/22,10/06/22,2,HRT4,gotrip,,Checked Out,19000,19000
Jun042213258HRT411,13258,01/06/22,04/06/22,06/06/22,2,HRT4,others,,Checked Out,19000,19000
Jun042213258HRT412,13258,29/05/22,04/06/22,05/06/22,2,HRT4,Makeyourtrip,,Cancelled,19000,7600
Jun042213258HRT413,13258,04/06/22,04/06/22,06/06/22,2,HRT4,gotrip,,Cancelled,19000,7600
Jun042213259HRT11,13259,02/06/22,04/06/22,09/06/22,1,HRT1,Makeyourtrip,,Checked Out,6500,6500
Jun042213259HRT12,13259,01/06/22,04/06/22,08/06/22,2,HRT1,gotrip,,Checked Out,6500,6500
Jun042213259HRT13,13259,29/05/22,04/06/22,07/06/22,2,HRT1,Makeyourtrip,,Checked Out,6500,6500
Jun042213259HRT14,13259,31/05/22,04/06/22,09/06/22,2,HRT1,others,2,Checked Out,6500,6500
Jun042213259HRT15,13259,31/05/22,04/06/22,06/06/22,1,HRT1,others,3,Checked Out,6500,6500
Jun042213259HRT16,13259,31/05/22,04/06/22,06/06/22,2,HRT1,Makeyourtrip,2,Checked Out,6500,6500
Jun042213259HRT17,13259,02/06/22,04/06/22,10/06/22,1,HRT1,Travelex,,Checked Out,6500,6500
Jun042213259HRT18,13259,11/05/22,04/06/22,06/06/22,2,HRT1,others,,Checked Out,6500,6500
Jun042213259HRT19,13259,29/05/22,04/06/22,06/06/22,1,HRT1,Travelex,3,Checked Out,6500,6500
Jun042213259HRT110,13259,15/05/22,04/06/22,05/06/22,2,HRT1,direct online,,Cancelled,6500,2600
Jun042213259HRT111,13259,15/05/22,04/06/22,05/06/22,3,HRT1,direct online,,Cancelled,7150,2860
Jun042213259HRT112,13259,11/05/22,04/06/22,06/06/22,2,HRT1,others,,No Show,6500,6500
Jun042213259HRT113,13259,29/05/22,04/06/22,09/06/22,4,HRT1,Makeyourtrip,,Checked Out,7800,7800
Jun042213259HRT114,13259,04/06/22,04/06/22,05/06/22,1,HRT1,direct offline,2,Checked Out,6500,6500
Jun042213259HRT115,13259,29/05/22,04/06/22,05/06/22,2,HRT1,others,,No Show,6500,6500
Jun042213259HRT116,13259,01/06/22,04/06/22,05/06/22,2,HRT1,others,,No Show,6500,6500
Jun042213259HRT117,13259,31/05/22,04/06/22,09/06/22,4,HRT1,others,1,Checked Out,7800,7800
Jun042213259HRT118,13259,02/06/22,04/06/22,07/06/22,2,HRT1,Makeyourtrip,,Cancelled,6500,2600
Jun042213259HRT119,13259,30/05/22,04/06/22,08/06/22,2,HRT1,Makeyourtrip,2,Checked Out,6500,6500
Jun042213259HRT120,13259,15/05/22,04/06/22,09/06/22,2,HRT1,direct offline,,Checked Out,6500,6500
Jun042213259HRT21,13259,30/05/22,04/06/22,06/06/22,1,HRT2,others,,Cancelled,9000,3600
Jun042213259HRT22,13259,31/05/22,04/06/22,06/06/22,4,HRT2,Booker,,Cancelled,10800,4320
Jun042213259HRT23,13259,01/06/22,04/06/22,06/06/22,2,HRT2,Makeyourtrip,,Checked Out,9000,9000
Jun042213259HRT24,13259,01/06/22,04/06/22,10/06/22,2,HRT2,direct online,2,Checked Out,9000,9000
Jun042213259HRT25,13259,02/06/22,04/06/22,05/06/22,1,HRT2,gotrip,,Cancelled,9000,3600
Jun042213259HRT26,13259,31/05/22,04/06/22,09/06/22,2,HRT2,others,,Checked Out,9000,9000
Jun042213259HRT27,13259,01/06/22,04/06/22,09/06/22,2,HRT2,gotrip,,Cancelled,9000,3600
Jun042213259HRT28,13259,01/06/22,04/06/22,05/06/22,4,HRT2,others,2,Checked Out,10800,10800
Jun042213259HRT29,13259,14/05/22,04/06/22,05/06/22,1,HRT2,others,,Checked Out,9000,9000
Jun042213259HRT210,13259,28/05/22,04/06/22,05/06/22,2,HRT2,Travelex,,Cancelled,9000,3600
Jun042213259HRT211,13259,30/05/22,04/06/22,10/06/22,4,HRT2,direct online,,Cancelled,10800,4320
Jun042213259HRT212,13259,01/06/22,04/06/22,05/06/22,3,HRT2,Booker,3,Checked Out,9900,9900
Jun042213259HRT213,13259,02/06/22,04/06/22,08/06/22,2,HRT2,others,2,Checked Out,9000,9000
Jun042213259HRT214,13259,30/05/22,04/06/22,10/06/22,1,HRT2,direct offline,2,Checked Out,9000,9000
Jun042213259HRT215,13259,02/06/22,04/06/22,09/06/22,1,HRT2,others,3,Checked Out,9000,9000
Jun042213259HRT216,13259,30/05/22,04/06/22,05/06/22,4,HRT2,others,,Cancelled,10800,4320
Jun042213259HRT217,13259,31/05/22,04/06/22,10/06/22,1,HRT2,others,2,Checked Out,9000,9000
Jun042213259HRT218,13259,02/06/22,04/06/22,05/06/22,4,HRT2,Booker,2,Checked Out,10800,10800
Jun042213259HRT219,13259,31/05/22,04/06/22,05/06/22,2,HRT2,gotrip,3,Checked Out,9000,9000
Jun042213259HRT220,13259,30/05/22,04/06/22,06/06/22,2,HRT2,Makeyourtrip,3,Checked Out,9000,9000
Jun042213259HRT221,13259,30/05/22,04/06/22,07/06/22,2,HRT2,gotrip,,Cancelled,9000,3600
Jun042213259HRT222,13259,01/06/22,04/06/22,08/06/22,2,HRT2,Travelex,2,Checked Out,9000,9000
Jun042213259HRT223,13259,02/06/22,04/06/22,05/06/22,2,HRT2,others,,Checked Out,9000,9000
Jun042213259HRT31,13259,31/05/22,04/06/22,05/06/22,3,HRT3,Makeyourtrip,4,Checked Out,13200,13200
Jun042213259HRT32,13259,29/05/22,04/06/22,06/06/22,1,HRT3,others,3,Checked Out,12000,12000
Jun042213259HRT33,13259,28/05/22,04/06/22,06/06/22,2,HRT3,Makeyourtrip,4,Checked Out,12000,12000
Jun042213259HRT34,13259,30/05/22,04/06/22,06/06/22,3,HRT3,gotrip,,Checked Out,13200,13200
Jun042213259HRT35,13259,31/05/22,04/06/22,07/06/22,2,HRT3,others,,Cancelled,12000,4800
Jun042213259HRT36,13259,02/06/22,04/06/22,06/06/22,4,HRT3,direct offline,2,Checked Out,14400,14400
Jun042213259HRT37,13259,28/05/22,04/06/22,05/06/22,2,HRT3,others,2,Checked Out,12000,12000
Jun042213259HRT38,13259,14/05/22,04/06/22,09/06/22,2,HRT3,Makeyourtrip,,No Show,12000,12000
Jun042213259HRT39,13259,30/05/22,04/06/22,05/06/22,2,HRT3,Makeyourtrip,3,Checked Out,12000,12000
Jun042213259HRT310,13259,04/06/22,04/06/22,08/06/22,2,HRT3,others,,Cancelled,12000,4800
Jun042213259HRT311,13259,04/06/22,04/06/22,08/06/22,3,HRT3,Makeyourtrip,,No Show,13200,13200
Jun042213259HRT41,13259,31/05/22,04/06/22,06/06/22,2,HRT4,direct online,,Cancelled,19000,7600
Jun042213259HRT42,13259,04/06/22,04/06/22,10/06/22,2,HRT4,others,,Checked Out,19000,19000
Jun042213259HRT43,13259,01/06/22,04/06/22,05/06/22,2,HRT4,others,,Cancelled,19000,7600
Jun042213259HRT44,13259,01/06/22,04/06/22,09/06/22,2,HRT4,Makeyourtrip,2,Checked Out,19000,19000
Jun042213259HRT45,13259,02/06/22,04/06/22,05/06/22,2,HRT4,others,,Cancelled,19000,7600
Jun042213259HRT46,13259,01/06/22,04/06/22,08/06/22,4,HRT4,others,2,Checked Out,22800,22800
Jun042213259HRT47,13259,29/05/22,04/06/22,09/06/22,2,HRT4,gotrip,,Cancelled,19000,7600
Jun042213259HRT48,13259,02/06/22,04/06/22,05/06/22,2,HRT4,Makeyourtrip,,Checked Out,19000,19000
Jun042213259HRT49,13259,02/06/22,04/06/22,05/06/22,4,HRT4,others,2,Checked Out,22800,22800
Jun042213259HRT410,13259,02/06/22,04/06/22,05/06/22,6,HRT4,gotrip,2,Checked Out,26600,26600
Jun042213259HRT411,13259,02/06/22,04/06/22,09/06/22,1,HRT4,direct online,,Cancelled,19000,7600
Jun042213260HRT11,13260,02/06/22,04/06/22,07/06/22,4,HRT1,others,3,Checked Out,7800,7800
Jun042213260HRT12,13260,04/06/22,04/06/22,05/06/22,2,HRT1,others,,Checked Out,6500,6500
Jun042213260HRT13,13260,03/06/22,04/06/22,06/06/22,4,HRT1,gotrip,,Cancelled,7800,3120
Jun042213260HRT14,13260,29/05/22,04/06/22,06/06/22,1,HRT1,others,,Checked Out,6500,6500
Jun042213260HRT15,13260,03/06/22,04/06/22,05/06/22,1,HRT1,gotrip,4,Checked Out,6500,6500
Jun042213260HRT16,13260,03/06/22,04/06/22,05/06/22,1,HRT1,direct offline,,Checked Out,6500,6500
Jun042213260HRT17,13260,03/06/22,04/06/22,05/06/22,1,HRT1,others,,Checked Out,6500,6500
Jun042213260HRT18,13260,04/06/22,04/06/22,07/06/22,2,HRT1,direct online,5,Checked Out,6500,6500
Jun042213260HRT19,13260,04/06/22,04/06/22,05/06/22,4,HRT1,Makeyourtrip,,Checked Out,7800,7800
Jun042213260HRT110,13260,04/06/22,04/06/22,05/06/22,1,HRT1,gotrip,5,Checked Out,6500,6500
Jun042213260HRT111,13260,15/05/22,04/06/22,05/06/22,1,HRT1,Makeyourtrip,,Checked Out,6500,6500
Jun042213260HRT112,13260,03/06/22,04/06/22,06/06/22,1,HRT1,others,,Cancelled,6500,2600
Jun042213260HRT113,13260,04/06/22,04/06/22,06/06/22,2,HRT1,others,1,Checked Out,6500,6500
Jun042213260HRT114,13260,04/06/22,04/06/22,06/06/22,2,HRT1,others,4,Checked Out,6500,6500
Jun042213260HRT115,13260,04/06/22,04/06/22,05/06/22,1,HRT1,gotrip,1,Checked Out,6500,6500
Jun042213260HRT116,13260,03/06/22,04/06/22,08/06/22,1,HRT1,direct offline,5,Checked Out,6500,6500
Jun042213260HRT117,13260,04/06/22,04/06/22,10/06/22,1,HRT1,direct offline,,Checked Out,6500,6500
Jun042213260HRT118,13260,01/06/22,04/06/22,07/06/22,3,HRT1,others,,Checked Out,7150,7150
Jun042213260HRT119,13260,03/06/22,04/06/22,07/06/22,1,HRT1,Travelex,,Checked Out,6500,6500
Jun042213260HRT120,13260,04/06/22,04/06/22,05/06/22,1,HRT1,Makeyourtrip,4,Checked Out,6500,6500
Jun042213260HRT121,13260,01/06/22,04/06/22,07/06/22,1,HRT1,gotrip,5,Checked Out,6500,6500
Jun042213260HRT21,13260,02/06/22,04/06/22,05/06/22,4,HRT2,others,5,Checked Out,10800,10800
Jun042213260HRT22,13260,03/06/22,04/06/22,05/06/22,4,HRT2,gotrip,,Checked Out,10800,10800
Jun042213260HRT23,13260,03/06/22,04/06/22,05/06/22,2,HRT2,others,,Cancelled,9000,3600
Jun042213260HRT24,13260,03/06/22,04/06/22,06/06/22,1,HRT2,direct online,5,Checked Out,9000,9000
Jun042213260HRT25,13260,04/06/22,04/06/22,05/06/22,1,HRT2,Makeyourtrip,4,Checked Out,9000,9000
Jun042213260HRT26,13260,02/06/22,04/06/22,05/06/22,1,HRT2,Travelex,,Checked Out,9000,9000
Jun042213260HRT27,13260,02/06/22,04/06/22,05/06/22,1,HRT2,others,,No Show,9000,9000
Jun042213260HRT28,13260,04/06/22,04/06/22,05/06/22,1,HRT2,Makeyourtrip,,Checked Out,9000,9000
Jun042213260HRT29,13260,03/06/22,04/06/22,05/06/22,1,HRT2,Makeyourtrip,4,Checked Out,9000,9000
Jun042213260HRT210,13260,03/06/22,04/06/22,09/06/22,4,HRT2,Booker,,Checked Out,10800,10800
Jun042213260HRT211,13260,02/06/22,04/06/22,06/06/22,4,HRT2,others,5,Checked Out,10800,10800
Jun042213260HRT212,13260,28/05/22,04/06/22,06/06/22,1,HRT2,gotrip,3,Checked Out,9000,9000
Jun042213260HRT213,13260,01/06/22,04/06/22,08/06/22,1,HRT2,Makeyourtrip,5,Checked Out,9000,9000
Jun042213260HRT214,13260,03/06/22,04/06/22,05/06/22,1,HRT2,others,5,Checked Out,9000,9000
Jun042213260HRT215,13260,04/06/22,04/06/22,05/06/22,1,HRT2,Makeyourtrip,5,Checked Out,9000,9000
Jun042213260HRT216,13260,31/05/22,04/06/22,10/06/22,2,HRT2,Makeyourtrip,,Checked Out,9000,9000
Jun042213260HRT217,13260,02/06/22,04/06/22,05/06/22,1,HRT2,others,5,Checked Out,9000,9000
Jun042213260HRT218,13260,04/06/22,04/06/22,05/06/22,1,HRT2,others,,No Show,9000,9000
Jun042213260HRT219,13260,03/06/22,04/06/22,05/06/22,2,HRT2,others,,Cancelled,9000,3600
Jun042213260HRT220,13260,02/06/22,04/06/22,06/06/22,1,HRT2,others,3,Checked Out,9000,9000
Jun042213260HRT221,13260,04/06/22,04/06/22,05/06/22,4,HRT2,Makeyourtrip,,Checked Out,10800,10800
Jun042213260HRT222,13260,03/06/22,04/06/22,05/06/22,3,HRT2,Travelex,,Cancelled,9900,3960
Jun042213260HRT223,13260,30/05/22,04/06/22,05/06/22,1,HRT2,direct online,5,Checked Out,9000,9000
Jun042213260HRT224,13260,04/06/22,04/06/22,07/06/22,1,HRT2,others,2,Checked Out,9000,9000
Jun042213260HRT225,13260,04/06/22,04/06/22,07/06/22,2,HRT2,others,,Cancelled,9000,3600
Jun042213260HRT226,13260,04/06/22,04/06/22,05/06/22,1,HRT2,direct offline,,Checked Out,9000,9000
Jun042213260HRT227,13260,11/05/22,04/06/22,05/06/22,1,HRT2,Makeyourtrip,4,Checked Out,9000,9000
Jun042213260HRT228,13260,04/06/22,04/06/22,08/06/22,1,HRT2,Makeyourtrip,,No Show,9000,9000
Jun042213260HRT229,13260,04/06/22,04/06/22,06/06/22,1,HRT2,direct online,5,Checked Out,9000,9000
Jun042213260HRT230,13260,03/06/22,04/06/22,07/06/22,1,HRT2,others,,Cancelled,9000,3600
Jun042213260HRT31,13260,30/05/22,04/06/22,05/06/22,1,HRT3,others,,Cancelled,12000,4800
Jun042213260HRT32,13260,03/06/22,04/06/22,05/06/22,1,HRT3,others,5,Checked Out,12000,12000
Jun042213260HRT33,13260,04/06/22,04/06/22,07/06/22,1,HRT3,direct online,,Cancelled,12000,4800
Jun042213260HRT34,13260,02/06/22,04/06/22,07/06/22,1,HRT3,others,5,Checked Out,12000,12000
